95.518379E+3	2.005402E+0	713.402491E-3	-15.541452E+0	864.378418E+0	-381.107457E+0	944.665519E+0	-23.792850E+0	
83.197763E+3	2.003984E+0	698.445829E-3	-17.206247E+0	880.843173E+0	-429.465367E+0	979.961835E+0	-25.992088E+0	
72.432272E+3	2.002406E+0	683.160232E-3	-15.994394E+0	919.719097E+0	-408.667419E+0	1.006425E+3	-23.957462E+0	
63.092568E+3	2.000747E+0	670.154003E-3	-16.440444E+0	942.900508E+0	-427.546189E+0	1.035305E+3	-24.391309E+0	
54.959245E+3	2.002059E+0	659.559022E-3	-15.875733E+0	971.353006E+0	-420.158658E+0	1.058329E+3	-23.390892E+0	
47.879991E+3	1.998115E+0	649.465352E-3	-16.568034E+0	986.103419E+0	-443.909047E+0	1.081414E+3	-24.235597E+0	
41.697017E+3	1.999006E+0	637.902231E-3	-16.035218E+0	1.017967E+3	-438.004466E+0	1.108199E+3	-23.280939E+0	
36.331164E+3	1.996749E+0	624.428174E-3	-16.539682E+0	1.045098E+3	-460.624904E+0	1.142106E+3	-23.785393E+0	
31.644621E+3	1.994700E+0	613.266183E-3	-16.863648E+0	1.069034E+3	-477.440598E+0	1.170805E+3	-24.065985E+0	
27.565164E+3	1.992293E+0	602.806404E-3	-17.114744E+0	1.092289E+3	-492.148257E+0	1.198043E+3	-24.254700E+0	
24.014154E+3	1.988789E+0	592.695221E-3	-18.391359E+0	1.105161E+3	-535.692094E+0	1.228148E+3	-25.860330E+0	
20.926240E+3	1.990687E+0	582.609100E-3	-18.023246E+0	1.138089E+3	-534.934385E+0	1.257538E+3	-25.174871E+0	
18.241758E+3	1.993864E+0	572.855523E-3	-18.275218E+0	1.166338E+3	-552.270517E+0	1.290483E+3	-25.337939E+0	
15.893630E+3	1.992811E+0	562.409732E-3	-19.324445E+0	1.185918E+3	-593.311715E+0	1.326054E+3	-26.578685E+0	
13.842103E+3	1.992381E+0	555.068526E-3	-18.689990E+0	1.214475E+3	-582.013591E+0	1.346733E+3	-25.605170E+0	
12.064564E+3	1.991013E+0	546.371098E-3	-19.855913E+0	1.228278E+3	-626.291051E+0	1.378734E+3	-27.016737E+0	
10.515578E+3	1.992993E+0	536.202314E-3	-19.319021E+0	1.268833E+3	-622.199322E+0	1.413177E+3	-26.122002E+0	
9.170057E+3	1.992591E+0	526.964183E-3	-21.305149E+0	1.276561E+3	-695.176138E+0	1.453574E+3	-28.571357E+0	
7.991512E+3	1.992255E+0	517.390777E-3	-23.892711E+0	1.275427E+3	-789.148604E+0	1.499823E+3	-31.746444E+0	
6.961467E+3	1.994637E+0	506.054091E-3	-21.855226E+0	1.345079E+3	-742.449381E+0	1.536382E+3	-28.897572E+0	
6.070257E+3	1.993464E+0	499.118167E-3	-21.823654E+0	1.370113E+3	-751.290403E+0	1.562577E+3	-28.737799E+0	
5.291059E+3	1.995354E+0	487.324846E-3	-22.053039E+0	1.414239E+3	-777.895331E+0	1.614061E+3	-28.812786E+0	
4.616932E+3	1.996007E+0	477.436235E-3	-22.332309E+0	1.450756E+3	-803.813618E+0	1.658557E+3	-28.989311E+0	
4.027469E+3	1.995385E+0	467.606015E-3	-22.664749E+0	1.486476E+3	-832.030602E+0	1.703492E+3	-29.237212E+0	
3.513930E+3	1.997943E+0	455.897106E-3	-23.611431E+0	1.525872E+3	-888.185990E+0	1.765548E+3	-30.203004E+0	
3.067744E+3	1.998178E+0	445.445934E-3	-23.671454E+0	1.572835E+3	-911.309921E+0	1.817773E+3	-30.088251E+0	
2.678317E+3	1.997889E+0	436.316011E-3	-24.432898E+0	1.603479E+3	-958.362794E+0	1.868048E+3	-30.865803E+0	
2.338947E+3	2.000146E+0	426.235404E-3	-25.008399E+0	1.645833E+3	-1.003800E+3	1.927792E+3	-31.379184E+0	
2.043722E+3	2.003314E+0	415.063423E-3	-24.722976E+0	1.712368E+3	-1.021413E+3	1.993863E+3	-30.815723E+0	
1.787060E+3	2.002817E+0	401.832901E-3	-25.359135E+0	1.772989E+3	-1.080152E+3	2.076106E+3	-31.350891E+0	
1.563294E+3	2.005473E+0	389.667492E-3	-25.991432E+0	1.834804E+3	-1.141253E+3	2.160778E+3	-31.881726E+0	
1.367264E+3	2.005255E+0	376.326586E-3	-26.135635E+0	1.914541E+3	-1.187678E+3	2.253008E+3	-31.813237E+0	
1.197535E+3	2.007617E+0	363.883203E-3	-28.481220E+0	1.947833E+3	-1.331282E+3	2.359315E+3	-34.351353E+0	
1.049745E+3	2.009798E+0	350.756848E-3	-27.917263E+0	2.055914E+3	-1.357452E+3	2.463627E+3	-33.435465E+0	
920.339552E+0	2.011763E+0	341.354301E-3	-28.884282E+0	2.105116E+3	-1.440479E+3	2.550783E+3	-34.382874E+0	
808.764803E+0	2.011862E+0	328.973627E-3	-33.572668E+0	2.072274E+3	-1.711229E+3	2.687494E+3	-39.548989E+0	
710.085585E+0	2.011517E+0	315.927954E-3	-31.297398E+0	2.246893E+3	-1.673614E+3	2.801698E+3	-36.680840E+0	
624.904872E+0	2.014839E+0	306.409804E-3	-30.919672E+0	2.348428E+3	-1.709671E+3	2.904839E+3	-36.054868E+0	
550.698808E+0	2.015044E+0	293.729560E-3	-31.531720E+0	2.452733E+3	-1.815368E+3	3.051468E+3	-36.506655E+0	
486.507096E+0	2.018485E+0	283.515189E-3	-32.994165E+0	2.515480E+3	-1.961735E+3	3.189991E+3	-37.949419E+0	
429.807300E+0	2.019792E+0	274.768845E-3	-32.146784E+0	2.643292E+3	-1.979133E+3	3.302115E+3	-36.823581E+0	
380.804878E+0	2.019812E+0	261.615852E-3	-33.396454E+0	2.755538E+3	-2.150298E+3	3.495250E+3	-37.966882E+0	
338.127927E+0	2.023746E+0	253.184045E-3	-33.859917E+0	2.852603E+3	-2.253479E+3	3.635314E+3	-38.307774E+0	
300.967733E+0	2.025017E+0	244.893965E-3	-34.446096E+0	2.944447E+3	-2.366650E+3	3.777671E+3	-38.791182E+0	
268.485603E+0	2.027547E+0	235.773596E-3	-35.538998E+0	3.034799E+3	-2.529266E+3	3.950594E+3	-39.808537E+0	
240.920779E+0	2.028787E+0	229.702958E-3	-35.335068E+0	3.139822E+3	-2.584738E+3	4.066860E+3	-39.461602E+0	
215.838935E+0	2.032402E+0	224.636844E-3	-36.876239E+0	3.156125E+3	-2.747227E+3	4.184301E+3	-41.037715E+0	
194.393559E+0	2.036192E+0	216.467342E-3	-37.410530E+0	3.274621E+3	-2.891604E+3	4.368583E+3	-41.445623E+0	
175.767975E+0	2.040768E+0	210.945251E-3	-36.395413E+0	3.434384E+3	-2.904615E+3	4.497975E+3	-40.222720E+0	
159.867696E+0	2.041615E+0	206.404210E-3	-38.116501E+0	3.431735E+3	-3.089411E+3	4.617496E+3	-41.995041E+0	
145.433230E+0	2.048681E+0	202.211480E-3	-37.542522E+0	3.558791E+3	-3.123820E+3	4.735319E+3	-41.275867E+0	
132.823553E+0	2.062315E+0	198.875594E-3	-36.906129E+0	3.689733E+3	-3.150947E+3	4.852071E+3	-40.496567E+0	
119.823941E+0	2.092793E+0	196.102334E-3	-35.816593E+0	3.872833E+3	-3.160042E+3	4.998470E+3	-39.212761E+0	
111.479110E+0	2.107417E+0	193.440197E-3	-36.439309E+0	3.928790E+3	-3.274308E+3	5.114340E+3	-39.808294E+0	
104.540481E+0	2.074049E+0	185.858682E-3	-39.136980E+0	3.873721E+3	-3.563999E+3	5.263820E+3	-42.615462E+0	
98.551517E+0	2.007983E+0	177.483025E-3	-40.346748E+0	3.857035E+3	-3.706247E+3	5.349110E+3	-43.857855E+0	
93.303546E+0	1.926900E+0	170.121277E-3	-43.940790E+0	3.620844E+3	-3.977014E+3	5.378397E+3	-47.683924E+0	
88.588169E+0	1.841522E+0	160.727629E-3	-48.505347E+0	3.335100E+3	-4.342390E+3	5.475331E+3	-52.474540E+0	
84.295319E+0	1.761921E+0	152.974327E-3	-56.874726E+0	2.678827E+3	-4.880807E+3	5.567620E+3	-61.239855E+0	
80.351055E+0	1.691300E+0	146.638831E-3	-55.941172E+0	2.762468E+3	-4.834987E+3	5.568512E+3	-60.258531E+0	
76.771331E+0	1.634331E+0	142.191985E-3	-53.862817E+0	2.923743E+3	-4.696946E+3	5.532592E+3	-58.098666E+0	
72.481668E+0	1.700044E+0	141.507370E-3	-43.085822E+0	3.933680E+3	-4.152519E+3	5.719899E+3	-46.550232E+0	
70.687948E+0	1.459521E+0	123.560184E-3	-43.301005E+0	3.843816E+3	-4.099204E+3	5.619466E+3	-46.841563E+0	
68.964180E+0	1.234876E+0	103.683427E-3	-46.239621E+0	3.662184E+3	-4.352564E+3	5.688269E+3	-49.923226E+0	
67.207198E+0	1.041168E+0	89.568676E-3	-43.150867E+0	3.785147E+3	-4.022736E+3	5.523562E+3	-46.742937E+0	
65.410321E+0	892.649524E-3	77.426768E-3	-46.212295E+0	3.530817E+3	-4.211363E+3	5.495657E+3	-50.023445E+0	
61.137654E+0	829.891613E-3	72.557442E-3	-42.460243E+0	3.763694E+3	-3.907007E+3	5.424951E+3	-46.070341E+0	
57.357968E+0	846.071319E-3	74.071049E-3	-36.987850E+0	4.110650E+3	-3.477361E+3	5.384189E+3	-40.229196E+0	
54.451794E+0	910.585025E-3	80.011739E-3	-36.518585E+0	4.121983E+3	-3.426851E+3	5.360415E+3	-39.738773E+0	
52.422277E+0	993.476588E-3	86.276282E-3	-35.715560E+0	4.224779E+3	-3.401358E+3	5.423836E+3	-38.837446E+0	
51.058825E+0	1.083185E+0	94.310322E-3	-33.055397E+0	4.364934E+3	-3.169921E+3	5.394539E+3	-35.988066E+0	
50.160471E+0	1.168982E+0	100.069852E-3	-33.459289E+0	4.425347E+3	-3.258951E+3	5.495859E+3	-36.368983E+0	
49.541210E+0	1.244826E+0	106.438932E-3	-398.408797E+0	4.131158E+3	-3.676526E+3	5.530218E+3	-41.667495E+0	
49.128444E+0	1.310786E+0	112.402627E-3	-34.877851E+0	4.334802E+3	-3.374209E+3	5.493250E+3	-37.897182E+0	
50.987727E+0	1.364192E+0	116.198731E-3	303.867373E+0	2.804490E+3	-4.932594E+3	5.674121E+3	-60.379046E+0	
50.647705E+0	1.408984E+0	120.468350E-3	-39.090406E+0	4.087359E+3	-3.731645E+3	5.534590E+3	-42.395207E+0	
50.374211E+0	1.447002E+0	124.038585E-3	-37.483006E+0	4.178123E+3	-3.592047E+3	5.509947E+3	-40.686554E+0	
50.123272E+0	1.479532E+0	126.793074E-3	-37.901642E+0	4.153004E+3	-3.627150E+3	5.513951E+3	-41.133309E+0	
49.931924E+0	1.507651E+0	128.952196E-3	-395.750927E+0	4.295154E+3	-3.456454E+3	5.513205E+3	-38.824798E+0	
49.764726E+0	1.531062E+0	130.357901E-3	-38.688340E+0	4.132857E+3	-3.714875E+3	5.557050E+3	-41.951225E+0	
49.578738E+0	1.553162E+0	133.784822E-3	-40.192557E+0	3.981303E+3	-3.791066E+3	5.497541E+3	-43.597904E+0	
49.455406E+0	1.569314E+0	135.384357E-3	-40.296371E+0	3.967535E+3	-3.793347E+3	5.489154E+3	-43.714245E+0	
4.985948E+3	6.894860E-3	308.326398E-6	112.919278E+0	-4.912553E+3	10.421988E+3	11.521762E+3	115.237516E+0
871.526922E+3	1.954726E+0	1.017985E+0	-10.047427E+0	450.716208E+0	-169.511557E+0	481.538439E+0	-20.610968E+0	
758.765842E+3	1.959318E+0	999.890840E-3	-10.814884E+0	467.912370E+0	-186.045933E+0	503.542526E+0	-21.683189E+0	
660.670081E+3	1.965656E+0	979.343607E-3	-8.737767E+0	497.813469E+0	-154.282288E+0	521.172979E+0	-17.219248E+0	
575.589492E+3	1.970979E+0	957.554220E-3	-9.734458E+0	520.527583E+0	-176.103040E+0	549.510005E+0	-18.691523E+0	
501.123973E+3	1.976524E+0	936.760829E-3	-12.534730E+0	536.190324E+0	-231.710892E+0	584.114715E+0	-23.371249E+0	
436.496051E+3	1.980501E+0	916.252358E-3	-11.602649E+0	565.381683E+0	-219.974694E+0	606.667383E+0	-21.259663E+0	
380.196975E+3	1.983916E+0	896.115633E-3	-11.809630E+0	590.524396E+0	-229.268237E+0	633.469010E+0	-21.218461E+0	
331.137849E+3	1.987731E+0	879.114948E-3	-12.097257E+0	612.689354E+0	-239.770194E+0	657.934640E+0	-21.372421E+0	
288.398192E+3	1.992400E+0	864.575645E-3	-11.551447E+0	636.450128E+0	-233.502595E+0	677.932317E+0	-20.147218E+0	
251.168549E+3	1.996201E+0	847.885714E-3	-10.732249E+0	664.452178E+0	-221.841629E+0	700.507248E+0	-18.462694E+0	
218.803563E+3	1.997250E+0	833.255685E-3	-11.342429E+0	683.155280E+0	-238.532565E+0	723.601355E+0	-19.247313E+0	
190.489628E+3	2.000010E+0	821.493899E-3	-10.360767E+0	705.821631E+0	-221.553248E+0	739.777004E+0	-17.426766E+0	
165.952129E+3	2.001684E+0	810.062021E-3	-9.942793E+0	725.559749E+0	-215.889551E+0	756.997522E+0	-16.570319E+0	
144.501391E+3	2.000167E+0	798.117458E-3	-9.813112E+0	743.536155E+0	-216.126872E+0	774.310557E+0	-16.207791E+0	
125.863334E+3	1.999897E+0	787.909700E-3	-9.941492E+0	759.059726E+0	-221.732419E+0	790.782482E+0	-16.283854E+0	
109.646622E+3	2.000488E+0	777.636355E-3	-9.941303E+0	776.152498E+0	-224.723981E+0	808.030673E+0	-16.147626E+0	
95.541166E+3	1.999535E+0	769.735277E-3	-9.102861E+0	791.877775E+0	-207.952814E+0	818.727539E+0	-14.714051E+0	
83.232253E+3	1.995767E+0	761.173169E-3	-11.503941E+0	794.060166E+0	-264.593357E+0	836.983388E+0	-18.428885E+0	
72.425961E+3	1.993806E+0	752.709061E-3	-9.986556E+0	814.005060E+0	-232.433167E+0	846.539672E+0	-15.936304E+0	
63.089796E+3	1.992783E+0	741.574572E-3	-9.668240E+0	834.426641E+0	-228.358658E+0	865.110106E+0	-15.305453E+0	
54.948422E+3	1.991948E+0	733.424351E-3	-9.134077E+0	850.846837E+0	-218.159437E+0	878.370013E+0	-14.380989E+0	
47.879257E+3	1.990046E+0	723.120766E-3	-9.938954E+0	865.625543E+0	-240.348043E+0	898.373399E+0	-15.517751E+0	
41.700023E+3	1.989512E+0	716.708301E-3	-9.633973E+0	878.797190E+0	-235.065578E+0	909.692436E+0	-14.975214E+0	
36.334565E+3	1.986184E+0	705.419587E-3	-10.612638E+0	894.327092E+0	-262.383790E+0	932.022640E+0	-16.350994E+0	
31.648158E+3	1.984469E+0	696.480884E-3	-10.495428E+0	911.614381E+0	-262.622302E+0	948.689229E+0	-16.070890E+0	
27.564454E+3	1.982369E+0	686.880425E-3	-10.160119E+0	931.439850E+0	-257.603465E+0	966.405577E+0	-15.459570E+0	
24.021773E+3	1.979217E+0	678.298929E-3	-10.538890E+0	945.556988E+0	-270.049415E+0	983.363973E+0	-15.939249E+0	
20.927228E+3	1.978975E+0	670.003965E-3	-11.126141E+0	960.469568E+0	-288.404789E+0	1.002836E+3	-16.713687E+0	
18.242043E+3	1.979763E+0	662.391306E-3	-11.423771E+0	976.378250E+0	-299.539945E+0	1.021293E+3	-17.055321E+0	
15.893251E+3	1.979998E+0	653.787612E-3	-12.305424E+0	991.216097E+0	-326.594368E+0	1.043635E+3	-18.236460E+0	
13.840892E+3	1.980128E+0	646.422888E-3	-11.835289E+0	1.011033E+3	-317.899918E+0	1.059834E+3	-17.454758E+0	
12.064609E+3	1.982186E+0	637.002545E-3	-12.682393E+0	1.030125E+3	-345.684743E+0	1.086580E+3	-18.550492E+0	
10.514972E+3	1.983683E+0	626.760037E-3	-13.359817E+0	1.052141E+3	-370.047003E+0	1.115319E+3	-19.377207E+0	
9.168818E+3	1.982445E+0	616.583089E-3	-14.533098E+0	1.068841E+3	-408.252326E+0	1.144155E+3	-20.904754E+0	
7.994666E+3	1.982562E+0	607.980714E-3	-17.794495E+0	1.065074E+3	-504.250338E+0	1.178411E+3	-25.334812E+0	
6.963159E+3	1.984037E+0	597.860374E-3	-15.522202E+0	1.111947E+3	-449.371663E+0	1.199317E+3	-22.005133E+0	
6.070270E+3	1.985963E+0	587.639305E-3	-15.994670E+0	1.137857E+3	-471.202842E+0	1.231564E+3	-22.495149E+0	
5.292014E+3	1.984091E+0	575.959887E-3	-16.299914E+0	1.167028E+3	-489.224785E+0	1.265423E+3	-22.743715E+0	
4.615750E+3	1.986402E+0	565.016886E-3	-16.258166E+0	1.201780E+3	-498.036674E+0	1.300891E+3	-22.509885E+0	
4.028290E+3	1.984539E+0	554.530357E-3	-17.869917E+0	1.217496E+3	-555.675023E+0	1.338309E+3	-24.532332E+0	
3.514280E+3	1.987596E+0	544.877236E-3	-18.267510E+0	1.246759E+3	-578.567285E+0	1.374463E+3	-24.893984E+0	
3.067466E+3	1.989153E+0	532.755737E-3	-19.608701E+0	1.273691E+3	-634.023919E+0	1.422770E+3	-26.463425E+0	
2.678057E+3	1.988837E+0	519.720023E-3	-20.108146E+0	1.312305E+3	-665.698280E+0	1.471495E+3	-26.897498E+0	
2.339223E+3	1.990845E+0	507.311181E-3	-20.492033E+0	1.354046E+3	-695.147875E+0	1.522061E+3	-27.175319E+0	
2.043737E+3	1.994467E+0	494.932991E-3	-21.282569E+0	1.394004E+3	-740.114717E+0	1.578295E+3	-27.965054E+0	
1.787318E+3	1.995816E+0	484.120870E-3	-22.198159E+0	1.425404E+3	-788.119000E+0	1.628775E+3	-28.938609E+0	
1.563227E+3	1.995452E+0	473.400636E-3	-22.620425E+0	1.462789E+3	-820.351281E+0	1.677119E+3	-29.284283E+0	
1.367042E+3	1.998111E+0	462.288461E-3	-23.201557E+0	1.504164E+3	-861.622032E+0	1.733465E+3	-29.805139E+0	
1.197879E+3	1.999211E+0	452.340614E-3	-24.630815E+0	1.526887E+3	-932.051252E+0	1.788883E+3	-31.400967E+0	
1.049558E+3	2.000865E+0	439.618058E-3	-25.048078E+0	1.580404E+3	-975.038444E+0	1.856981E+3	-31.672726E+0	
920.641867E+0	2.001528E+0	429.383476E-3	-26.047682E+0	1.613096E+3	-1.035736E+3	1.916984E+3	-32.703694E+0	
808.573533E+0	2.003756E+0	418.435617E-3	-29.482617E+0	1.603298E+3	-1.192539E+3	1.998178E+3	-36.642001E+0	
710.063535E+0	2.004856E+0	405.902944E-3	-28.099195E+0	1.698681E+3	-1.177150E+3	2.066688E+3	-34.721145E+0	
624.918935E+0	2.007805E+0	391.880538E-3	-27.703243E+0	1.789312E+3	-1.205232E+3	2.157365E+3	-33.963126E+0	
550.607512E+0	2.008503E+0	379.667338E-3	-29.095586E+0	1.833034E+3	-1.301654E+3	2.248181E+3	-35.378897E+0	
486.474161E+0	2.009850E+0	366.861447E-3	-29.623381E+0	1.903786E+3	-1.370250E+3	2.345631E+3	-35.744454E+0	
429.844675E+0	2.012013E+0	356.351846E-3	-30.054710E+0	1.966824E+3	-1.430836E+3	2.432218E+3	-36.035341E+0	
380.776170E+0	2.013763E+0	344.915081E-3	-30.676071E+0	2.034845E+3	-1.507209E+3	2.532247E+3	-36.527325E+0	
338.100457E+0	2.016202E+0	334.526163E-3	-32.091089E+0	2.077704E+3	-1.620195E+3	2.634746E+3	-37.947122E+0	
300.938292E+0	2.017193E+0	324.340522E-3	-32.699903E+0	2.142237E+3	-1.700132E+3	2.734891E+3	-38.436375E+0	
268.501089E+0	2.019852E+0	313.461470E-3	-32.641645E+0	2.239550E+3	-1.758665E+3	2.847541E+3	-38.141707E+0	
240.934084E+0	2.023182E+0	302.355780E-3	-34.417099E+0	2.287137E+3	-1.913725E+3	2.982170E+3	-39.920372E+0	
215.842235E+0	2.025598E+0	292.735767E-3	-35.418415E+0	2.347347E+3	-2.029149E+3	3.102818E+3	-40.841560E+0	
194.414792E+0	2.029982E+0	283.403801E-3	-34.358040E+0	2.486046E+3	-2.045480E+3	3.219381E+3	-39.447014E+0	
175.794041E+0	2.034959E+0	273.097365E-3	-36.175014E+0	2.537543E+3	-2.225499E+3	3.375199E+3	-41.251706E+0	
159.856752E+0	2.035297E+0	263.624923E-3	-35.591678E+0	2.670738E+3	-2.273623E+3	3.507450E+3	-40.408048E+0	
145.420858E+0	2.045534E+0	255.246428E-3	-36.249729E+0	2.764195E+3	-2.397782E+3	3.659253E+3	-40.939785E+0	
132.830671E+0	2.059436E+0	249.678595E-3	-36.352647E+0	2.855403E+3	-2.473954E+3	3.778065E+3	-40.906039E+0	
119.848875E+0	2.089093E+0	244.149375E-3	-33.849646E+0	3.089782E+3	-2.411681E+3	3.919561E+3	-37.973260E+0	
111.460734E+0	2.102524E+0	237.786841E-3	-35.332571E+0	3.143993E+3	-2.587456E+3	4.071808E+3	-39.453828E+0	
104.536408E+0	2.070282E+0	227.700411E-3	-37.072584E+0	3.164706E+3	-2.773373E+3	4.207964E+3	-41.229529E+0	
98.552258E+0	2.004120E+0	216.283448E-3	-39.986087E+0	3.086472E+3	-3.012956E+3	4.313260E+3	-44.309448E+0	
93.303227E+0	1.920940E+0	205.351554E-3	-42.144117E+0	3.003569E+3	-3.176051E+3	4.371352E+3	-46.598792E+0	
88.583232E+0	1.836269E+0	195.592423E-3	-42.670538E+0	2.986832E+3	-3.219769E+3	4.391819E+3	-47.149330E+0	
84.261392E+0	1.756572E+0	185.699717E-3	-52.439460E+0	2.411761E+3	-3.794193E+3	4.495830E+3	-57.558108E+0	
80.353763E+0	1.688255E+0	176.127495E-3	-49.074298E+0	2.671281E+3	-3.664631E+3	4.534894E+3	-53.910346E+0	
76.826096E+0	1.630698E+0	167.992610E-3	-47.095912E+0	2.837769E+3	-3.597809E+3	4.582267E+3	-51.735418E+0	
72.487100E+0	1.697451E+0	166.171218E-3	-42.040772E+0	3.332725E+3	-3.461353E+3	4.804999E+3	-46.084615E+0	
70.677851E+0	1.457191E+0	142.864464E-3	-42.562757E+0	3.295345E+3	-3.490959E+3	4.800635E+3	-46.651079E+0	
68.979530E+0	1.232454E+0	122.415907E-3	-43.463333E+0	3.191508E+3	-3.504310E+3	4.739822E+3	-47.674684E+0	
67.203407E+0	1.041142E+0	103.570982E-3	-41.731461E+0	3.289945E+3	-3.385805E+3	4.720955E+3	-45.822673E+0	
65.437638E+0	891.673417E-3	88.373329E-3	-45.657938E+0	3.062415E+3	-3.651324E+3	4.765559E+3	-50.012985E+0	
61.128159E+0	828.437683E-3	82.382815E-3	-41.870420E+0	3.283043E+3	-3.396185E+3	4.723605E+3	-45.970458E+0	
57.374637E+0	845.116410E-3	83.274319E-3	-38.674648E+0	3.503074E+3	-3.208962E+3	4.750680E+3	-42.490989E+0	
54.439477E+0	908.268098E-3	89.235473E-3	-35.044523E+0	3.710529E+3	-2.957331E+3	4.744874E+3	-38.555218E+0	
52.412418E+0	992.539048E-3	95.971545E-3	-32.956451E+0	3.884978E+3	-2.846792E+3	4.816355E+3	-36.232810E+0	
51.064564E+0	1.082812E+0	103.661804E-3	-32.003419E+0	3.976177E+3	-2.801147E+3	4.863785E+3	-35.164024E+0	
50.151353E+0	1.167844E+0	109.354838E-3	-33.318442E+0	4.009562E+3	-2.968251E+3	4.988697E+3	-36.512289E+0	
49.547009E+0	1.243922E+0	115.342157E-3	-397.187373E+0	3.841407E+3	-3.298351E+3	5.063154E+3	-40.650416E+0	
49.112938E+0	1.308620E+0	122.176133E-3	-32.311908E+0	4.074490E+3	-2.896998E+3	4.999407E+3	-35.413161E+0	
50.969572E+0	1.363325E+0	125.260320E-3	303.338948E+0	2.520746E+3	-4.600961E+3	5.246237E+3	-61.282824E+0	
50.665010E+0	1.408945E+0	129.799917E-3	304.776411E+0	2.626787E+3	-4.511452E+3	5.220461E+3	-59.789952E+0	
50.370367E+0	1.447090E+0	132.367380E-3	-35.402716E+0	4.002959E+3	-3.204672E+3	5.127729E+3	-38.679918E+0	
50.130147E+0	1.477155E+0	135.741282E-3	-37.481641E+0	3.863563E+3	-3.350659E+3	5.114102E+3	-40.933335E+0	
49.918655E+0	1.507404E+0	137.047465E-3	-393.360018E+0	4.142535E+3	-3.060492E+3	5.150457E+3	-36.456874E+0	
49.768658E+0	1.530601E+0	138.939775E-3	-38.326169E+0	3.866957E+3	-3.456798E+3	5.186792E+3	-41.794555E+0	
49.583483E+0	1.552228E+0	141.218054E-3	-37.215489E+0	3.923236E+3	-3.363860E+3	5.167914E+3	-40.610445E+0	
49.444106E+0	1.568994E+0	142.378992E-3	-37.511380E+0	3.917095E+3	-3.395356E+3	5.183828E+3	-40.918898E+0	
4.996999E+3	3.262893E-3	340.928479E-6	-228.816972E+0	-3.694774E+3	3.644685E+3	5.189902E+3	135.391015E+0
871.033492E+3	1.952641E+0	1.017588E+0	-11.681827E+0	444.847645E+0	-196.596578E+0	486.353412E+0	-23.842618E+0	
758.436142E+3	1.957991E+0	998.163475E-3	-12.473446E+0	463.137951E+0	-214.381524E+0	510.349096E+0	-24.838905E+0	
660.574291E+3	1.965670E+0	978.905055E-3	-10.491820E+0	493.075060E+0	-185.020079E+0	526.645463E+0	-20.567957E+0	
575.401632E+3	1.973649E+0	955.542781E-3	-10.037209E+0	523.134099E+0	-182.153310E+0	553.939631E+0	-19.197924E+0	
501.115815E+3	1.977665E+0	938.103569E-3	-11.428104E+0	539.576093E+0	-211.358886E+0	579.495417E+0	-21.390917E+0	
436.499251E+3	1.980897E+0	916.130700E-3	-11.584543E+0	565.807703E+0	-219.709206E+0	606.968279E+0	-21.221726E+0	
380.211029E+3	1.986546E+0	895.706086E-3	-11.829533E+0	592.400410E+0	-230.058740E+0	635.503950E+0	-21.223684E+0	
331.272453E+3	1.988746E+0	880.512018E-3	-9.916984E+0	619.787582E+0	-196.825289E+0	650.289813E+0	-17.618232E+0	
